"protein1","protein2","combined_score","from","to"
"9606.ENSP00000225577","9606.ENSP00000307940",754,"RPS6KB1","EEF2"
"9606.ENSP00000227507","9606.ENSP00000312987",754,"CCND1","HNF4A"
"9606.ENSP00000307940","9606.ENSP00000225577",754,"EEF2","RPS6KB1"
"9606.ENSP00000312652","9606.ENSP00000212015",754,"LEP","SIRT1"
"9606.ENSP00000312987","9606.ENSP00000227507",754,"HNF4A","CCND1"
"9606.ENSP00000304895","9606.ENSP00000368880",753,"IRS1","FOXO1"
"9606.ENSP00000368880","9606.ENSP00000304895",753,"FOXO1","IRS1"
"9606.ENSP00000287820","9606.ENSP00000304895",752,"PPARG","IRS1"
"9606.ENSP00000304592","9606.ENSP00000316329",752,"FASN","SCD5"
"9606.ENSP00000304895","9606.ENSP00000287820",752,"IRS1","PPARG"
"9606.ENSP00000316329","9606.ENSP00000304592",752,"SCD5","FASN"
"9606.ENSP00000219476","9606.ENSP00000263967",750,"TSC2","PIK3CA"
"9606.ENSP00000263967","9606.ENSP00000219476",750,"PIK3CA","TSC2"
"9606.ENSP00000219476","9606.ENSP00000304895",749,"TSC2","IRS1"
"9606.ENSP00000304895","9606.ENSP00000219476",749,"IRS1","TSC2"
"9606.ENSP00000348069","9606.ENSP00000389814",749,"SREBF1","ADIPOQ"
"9606.ENSP00000389814","9606.ENSP00000348069",749,"ADIPOQ","SREBF1"
"9606.ENSP00000261475","9606.ENSP00000399970",748,"PPP2R3C","PPP2R2D"
"9606.ENSP00000399970","9606.ENSP00000261475",748,"PPP2R2D","PPP2R3C"
"9606.ENSP00000229328","9606.ENSP00000443319",747,"PRKAB1","PFKFB3"
"9606.ENSP00000264867","9606.ENSP00000451828",747,"PPARGC1A","AKT1"
"9606.ENSP00000265641","9606.ENSP00000483300",747,"CPT1A","ACACA"
"9606.ENSP00000323867","9606.ENSP00000408025",747,"PRKAG1","FBP1"
"9606.ENSP00000408025","9606.ENSP00000323867",747,"FBP1","PRKAG1"
"9606.ENSP00000443319","9606.ENSP00000229328",747,"PFKFB3","PRKAB1"
"9606.ENSP00000451828","9606.ENSP00000264867",747,"AKT1","PPARGC1A"
"9606.ENSP00000483300","9606.ENSP00000265641",747,"ACACA","CPT1A"
"9606.ENSP00000229328","9606.ENSP00000317904",746,"PRKAB1","GYS1"
"9606.ENSP00000304895","9606.ENSP00000389814",746,"IRS1","ADIPOQ"
"9606.ENSP00000317904","9606.ENSP00000229328",746,"GYS1","PRKAB1"
"9606.ENSP00000389814","9606.ENSP00000304895",746,"ADIPOQ","IRS1"
"9606.ENSP00000263967","9606.ENSP00000307272",744,"PIK3CA","RPTOR"
"9606.ENSP00000307272","9606.ENSP00000263967",744,"RPTOR","PIK3CA"
"9606.ENSP00000261195","9606.ENSP00000287878",743,"GYS2","PRKAG2"
"9606.ENSP00000287878","9606.ENSP00000261195",743,"PRKAG2","GYS2"
"9606.ENSP00000344220","9606.ENSP00000358335",743,"PDPK1","MAP3K7"
"9606.ENSP00000358335","9606.ENSP00000344220",743,"MAP3K7","PDPK1"
"9606.ENSP00000244289","9606.ENSP00000312652",741,"LIPE","LEP"
"9606.ENSP00000298552","9606.ENSP00000340691",741,"TSC1","EIF4EBP1"
"9606.ENSP00000312652","9606.ENSP00000244289",741,"LEP","LIPE"
"9606.ENSP00000340691","9606.ENSP00000298552",741,"EIF4EBP1","TSC1"
"9606.ENSP00000262187","9606.ENSP00000344220",740,"RHEB","PDPK1"
"9606.ENSP00000287820","9606.ENSP00000359380",740,"PPARG","SCD"
"9606.ENSP00000344220","9606.ENSP00000262187",740,"PDPK1","RHEB"
"9606.ENSP00000359380","9606.ENSP00000287820",740,"SCD","PPARG"
"9606.ENSP00000312652","9606.ENSP00000451828",739,"LEP","AKT1"
"9606.ENSP00000451828","9606.ENSP00000312652",739,"AKT1","LEP"
"9606.ENSP00000232375","9606.ENSP00000364486",738,"PFKFB4","FBP2"
"9606.ENSP00000261195","9606.ENSP00000443319",738,"GYS2","PFKFB3"
"9606.ENSP00000364486","9606.ENSP00000232375",738,"FBP2","PFKFB4"
"9606.ENSP00000443319","9606.ENSP00000261195",738,"PFKFB3","GYS2"
"9606.ENSP00000219476","9606.ENSP00000324560",737,"TSC2","ULK1"
"9606.ENSP00000274026","9606.ENSP00000418447",737,"CCNA2","PPP2CA"
"9606.ENSP00000298552","9606.ENSP00000308413",737,"TSC1","RPS6KB2"
"9606.ENSP00000308413","9606.ENSP00000298552",737,"RPS6KB2","TSC1"
"9606.ENSP00000324560","9606.ENSP00000219476",737,"ULK1","TSC2"
"9606.ENSP00000341044","9606.ENSP00000359380",737,"ACACB","SCD"
"9606.ENSP00000346148","9606.ENSP00000368880",737,"PRKAA1","FOXO1"
"9606.ENSP00000348069","9606.ENSP00000451828",737,"SREBF1","AKT1"
"9606.ENSP00000359380","9606.ENSP00000341044",737,"SCD","ACACB"
"9606.ENSP00000368880","9606.ENSP00000346148",737,"FOXO1","PRKAA1"
"9606.ENSP00000418447","9606.ENSP00000274026",737,"PPP2CA","CCNA2"
"9606.ENSP00000451828","9606.ENSP00000348069",737,"AKT1","SREBF1"
"9606.ENSP00000244289","9606.ENSP00000389814",734,"LIPE","ADIPOQ"
"9606.ENSP00000389814","9606.ENSP00000244289",734,"ADIPOQ","LIPE"
"9606.ENSP00000225577","9606.ENSP00000368880",733,"RPS6KB1","FOXO1"
"9606.ENSP00000312652","9606.ENSP00000349616",733,"LEP","ADIPOR2"
"9606.ENSP00000349616","9606.ENSP00000360290",733,"ADIPOR2","PRKAA2"
"9606.ENSP00000349616","9606.ENSP00000312652",733,"ADIPOR2","LEP"
"9606.ENSP00000360290","9606.ENSP00000349616",733,"PRKAA2","ADIPOR2"
"9606.ENSP00000368880","9606.ENSP00000225577",733,"FOXO1","RPS6KB1"
"9606.ENSP00000298552","9606.ENSP00000385824",732,"TSC1","FOXO3"
"9606.ENSP00000308413","9606.ENSP00000385824",732,"RPS6KB2","FOXO3"
"9606.ENSP00000385824","9606.ENSP00000298552",732,"FOXO3","TSC1"
"9606.ENSP00000385824","9606.ENSP00000308413",732,"FOXO3","RPS6KB2"
"9606.ENSP00000264977","9606.ENSP00000375080",731,"PPP2R3A","PPP2R3B"
"9606.ENSP00000375080","9606.ENSP00000264977",731,"PPP2R3B","PPP2R3A"
"9606.ENSP00000212015","9606.ENSP00000225577",730,"SIRT1","RPS6KB1"
"9606.ENSP00000225577","9606.ENSP00000212015",730,"RPS6KB1","SIRT1"
"9606.ENSP00000244289","9606.ENSP00000348069",730,"LIPE","SREBF1"
"9606.ENSP00000348069","9606.ENSP00000244289",730,"SREBF1","LIPE"
"9606.ENSP00000354558","9606.ENSP00000368880",730,"MTOR","FOXO1"
"9606.ENSP00000368880","9606.ENSP00000354558",730,"FOXO1","MTOR"
"9606.ENSP00000364145","9606.ENSP00000397133",729,"PFKFB1","PRKAG3"
"9606.ENSP00000397133","9606.ENSP00000364145",729,"PRKAG3","PFKFB1"
"9606.ENSP00000264977","9606.ENSP00000451828",726,"PPP2R3A","AKT1"
"9606.ENSP00000320935","9606.ENSP00000348069",726,"SLC2A4","SREBF1"
"9606.ENSP00000348069","9606.ENSP00000320935",726,"SREBF1","SLC2A4"
"9606.ENSP00000364512","9606.ENSP00000380432",726,"G6PC2","INS"
"9606.ENSP00000380432","9606.ENSP00000364512",726,"INS","G6PC2"
"9606.ENSP00000451828","9606.ENSP00000264977",726,"AKT1","PPP2R3A"
"9606.ENSP00000274026","9606.ENSP00000325074",725,"CCNA2","PPP2R2A"
"9606.ENSP00000325074","9606.ENSP00000274026",725,"PPP2R2A","CCNA2"
"9606.ENSP00000255465","9606.ENSP00000311344",724,"CCNA1","PPP2R1B"
"9606.ENSP00000311344","9606.ENSP00000255465",724,"PPP2R1B","CCNA1"
"9606.ENSP00000254101","9606.ENSP00000389814",723,"PRKAB2","ADIPOQ"
"9606.ENSP00000264710","9606.ENSP00000362946",723,"RAB10","RAB14"
"9606.ENSP00000362946","9606.ENSP00000264710",723,"RAB14","RAB10"
"9606.ENSP00000389814","9606.ENSP00000254101",723,"ADIPOQ","PRKAB2"
"9606.ENSP00000225577","9606.ENSP00000365016",722,"RPS6KB1","IRS2"
"9606.ENSP00000262187","9606.ENSP00000304895",722,"RHEB","IRS1"
"9606.ENSP00000304895","9606.ENSP00000262187",722,"IRS1","RHEB"
"9606.ENSP00000365016","9606.ENSP00000225577",722,"IRS2","RPS6KB1"
"9606.ENSP00000229328","9606.ENSP00000385824",721,"PRKAB1","FOXO3"
"9606.ENSP00000244289","9606.ENSP00000304592",721,"LIPE","FASN"
"9606.ENSP00000304592","9606.ENSP00000244289",721,"FASN","LIPE"
"9606.ENSP00000377936","9606.ENSP00000451828",721,"PPP2R2B","AKT1"
"9606.ENSP00000385824","9606.ENSP00000229328",721,"FOXO3","PRKAB1"
"9606.ENSP00000451828","9606.ENSP00000377936",721,"AKT1","PPP2R2B"
"9606.ENSP00000287820","9606.ENSP00000320209",720,"PPARG","CIDEA"
"9606.ENSP00000320209","9606.ENSP00000287820",720,"CIDEA","PPARG"
"9606.ENSP00000164133","9606.ENSP00000261461",719,"PPP2R5B","PPP2R5A"
"9606.ENSP00000261461","9606.ENSP00000164133",719,"PPP2R5A","PPP2R5B"
"9606.ENSP00000287820","9606.ENSP00000387699",719,"PPARG","CREB1"
"9606.ENSP00000387699","9606.ENSP00000287820",719,"CREB1","PPARG"
"9606.ENSP00000212015","9606.ENSP00000302665",718,"SIRT1","IGF1"
"9606.ENSP00000265641","9606.ENSP00000319814",718,"CPT1A","PCK1"
"9606.ENSP00000302665","9606.ENSP00000212015",718,"IGF1","SIRT1"
"9606.ENSP00000307272","9606.ENSP00000380432",718,"RPTOR","INS"
"9606.ENSP00000319814","9606.ENSP00000265641",718,"PCK1","CPT1A"
"9606.ENSP00000380432","9606.ENSP00000307272",718,"INS","RPTOR"
"9606.ENSP00000229328","9606.ENSP00000356047",717,"PRKAB1","PFKFB2"
"9606.ENSP00000254101","9606.ENSP00000349616",717,"PRKAB2","ADIPOR2"
"9606.ENSP00000268035","9606.ENSP00000368880",717,"IGF1R","FOXO1"
"9606.ENSP00000349616","9606.ENSP00000254101",717,"ADIPOR2","PRKAB2"
"9606.ENSP00000356047","9606.ENSP00000229328",717,"PFKFB2","PRKAB1"
"9606.ENSP00000368880","9606.ENSP00000268035",717,"FOXO1","IGF1R"
"9606.ENSP00000264867","9606.ENSP00000379011",715,"PPARGC1A","CPT1B"
"9606.ENSP00000349616","9606.ENSP00000380432",715,"ADIPOR2","INS"
"9606.ENSP00000379011","9606.ENSP00000264867",715,"CPT1B","PPARGC1A"
"9606.ENSP00000380432","9606.ENSP00000349616",715,"INS","ADIPOR2"
"9606.ENSP00000346148","9606.ENSP00000443319",714,"PRKAA1","PFKFB3"
"9606.ENSP00000385824","9606.ENSP00000387699",714,"FOXO3","CREB1"
"9606.ENSP00000387699","9606.ENSP00000385824",714,"CREB1","FOXO3"
"9606.ENSP00000443319","9606.ENSP00000346148",714,"PFKFB3","PRKAA1"
"9606.ENSP00000221138","9606.ENSP00000274026",713,"PPP2CB","CCNA2"
"9606.ENSP00000261475","9606.ENSP00000325074",713,"PPP2R3C","PPP2R2A"
"9606.ENSP00000274026","9606.ENSP00000221138",713,"CCNA2","PPP2CB"
"9606.ENSP00000287878","9606.ENSP00000408025",713,"PRKAG2","FBP1"
"9606.ENSP00000304895","9606.ENSP00000348069",713,"IRS1","SREBF1"
"9606.ENSP00000325074","9606.ENSP00000261475",713,"PPP2R2A","PPP2R3C"
"9606.ENSP00000348069","9606.ENSP00000304895",713,"SREBF1","IRS1"
"9606.ENSP00000408025","9606.ENSP00000287878",713,"FBP1","PRKAG2"
"9606.ENSP00000244289","9606.ENSP00000320935",712,"LIPE","SLC2A4"
"9606.ENSP00000274026","9606.ENSP00000311344",712,"CCNA2","PPP2R1B"
"9606.ENSP00000311344","9606.ENSP00000274026",712,"PPP2R1B","CCNA2"
"9606.ENSP00000320935","9606.ENSP00000244289",712,"SLC2A4","LIPE"
"9606.ENSP00000254101","9606.ENSP00000341785",711,"PRKAB2","ADIPOR1"
"9606.ENSP00000303830","9606.ENSP00000385824",711,"INSR","FOXO3"
"9606.ENSP00000341785","9606.ENSP00000254101",711,"ADIPOR1","PRKAB2"
"9606.ENSP00000380432","9606.ENSP00000387699",711,"INS","CREB1"
"9606.ENSP00000385824","9606.ENSP00000303830",711,"FOXO3","INSR"
"9606.ENSP00000387699","9606.ENSP00000380432",711,"CREB1","INS"
"9606.ENSP00000262187","9606.ENSP00000375892",710,"RHEB","AKT2"
"9606.ENSP00000262187","9606.ENSP00000263826",710,"RHEB","AKT3"
"9606.ENSP00000263826","9606.ENSP00000262187",710,"AKT3","RHEB"
"9606.ENSP00000375892","9606.ENSP00000262187",710,"AKT2","RHEB"
"9606.ENSP00000212015","9606.ENSP00000307272",709,"SIRT1","RPTOR"
"9606.ENSP00000287878","9606.ENSP00000364486",709,"PRKAG2","FBP2"
"9606.ENSP00000307272","9606.ENSP00000212015",709,"RPTOR","SIRT1"
"9606.ENSP00000307940","9606.ENSP00000340691",709,"EEF2","EIF4EBP1"
"9606.ENSP00000323867","9606.ENSP00000364486",709,"PRKAG1","FBP2"
"9606.ENSP00000340691","9606.ENSP00000307940",709,"EIF4EBP1","EEF2"
"9606.ENSP00000364486","9606.ENSP00000287878",709,"FBP2","PRKAG2"
"9606.ENSP00000364486","9606.ENSP00000323867",709,"FBP2","PRKAG1"
"9606.ENSP00000300935","9606.ENSP00000362946",707,"RAB8A","RAB14"
"9606.ENSP00000362946","9606.ENSP00000300935",707,"RAB14","RAB8A"
"9606.ENSP00000254101","9606.ENSP00000324560",706,"PRKAB2","ULK1"
"9606.ENSP00000289153","9606.ENSP00000361202",706,"PIK3CB","IRS4"
"9606.ENSP00000324560","9606.ENSP00000254101",706,"ULK1","PRKAB2"
"9606.ENSP00000361202","9606.ENSP00000289153",706,"IRS4","PIK3CB"
"9606.ENSP00000287878","9606.ENSP00000389814",705,"PRKAG2","ADIPOQ"
"9606.ENSP00000389814","9606.ENSP00000287878",705,"ADIPOQ","PRKAG2"
"9606.ENSP00000221138","9606.ENSP00000255465",704,"PPP2CB","CCNA1"
"9606.ENSP00000255465","9606.ENSP00000221138",704,"CCNA1","PPP2CB"
"9606.ENSP00000356047","9606.ENSP00000360290",704,"PFKFB2","PRKAA2"
"9606.ENSP00000360290","9606.ENSP00000356047",704,"PRKAA2","PFKFB2"
"9606.ENSP00000302665","9606.ENSP00000385824",703,"IGF1","FOXO3"
"9606.ENSP00000385824","9606.ENSP00000302665",703,"FOXO3","IGF1"
"9606.ENSP00000255465","9606.ENSP00000324804",702,"CCNA1","PPP2R1A"
"9606.ENSP00000261195","9606.ENSP00000323867",702,"GYS2","PRKAG1"
"9606.ENSP00000323867","9606.ENSP00000261195",702,"PRKAG1","GYS2"
"9606.ENSP00000324804","9606.ENSP00000255465",702,"PPP2R1A","CCNA1"
"9606.ENSP00000365016","9606.ENSP00000368880",702,"IRS2","FOXO1"
"9606.ENSP00000368880","9606.ENSP00000365016",702,"FOXO1","IRS2"
"9606.ENSP00000229328","9606.ENSP00000364145",700,"PRKAB1","PFKFB1"
"9606.ENSP00000255465","9606.ENSP00000418447",700,"CCNA1","PPP2CA"
"9606.ENSP00000304592","9606.ENSP00000380432",700,"FASN","INS"
"9606.ENSP00000364145","9606.ENSP00000229328",700,"PFKFB1","PRKAB1"
"9606.ENSP00000380432","9606.ENSP00000304592",700,"INS","FASN"
"9606.ENSP00000418447","9606.ENSP00000255465",700,"PPP2CA","CCNA1"
